Age,Education,YearsExperience,JobRole,Location,EmploymentType,CompanySize,Salary
30,Bachelor's,1,Web Developer,Ahmedabad,Full-time,Large,505000
33,PhD,11,Data Analyst,Mumbai,Full-time,Medium,1832000
49,Bachelor's,2,Software Engineer,Chennai,Full-time,Medium,795000
48,Bachelor's,11,Business Analyst,Noida,Full-time,Medium,1444000
39,Master's,14,Data Analyst,Hyderabad,Full-time,Medium,1869000
25,Master's,1,Web Developer,Gurugram,Full-time,Startup,600000
47,Bachelor's,11,Product Analyst,Ahmedabad,Contract,Medium,1151000
42,Master's,9,Software Engineer,Ahmedabad,Full-time,Large,1273000
23,Bachelor's,0,Data Analyst,Ahmedabad,Contract,Startup,506000
30,Bachelor's,1,Data Analyst,Bengaluru,Full-time,Startup,577000
41,Bachelor's,9,Database Administrator,Pune,Full-time,Startup,1144000
24,Bachelor's,2,ML Engineer,Ahmedabad,Contract,Medium,1015000
47,Master's,0,Business Analyst,Delhi,Full-time,Large,904000
33,Bachelor's,4,Data Scientist,Chennai,Full-time,Large,1123000
39,Master's,4,Data Analyst,Noida,Full-time,Large,1299000
55,Bachelor's,23,DevOps Engineer,Ahmedabad,Full-time,Medium,1879000
55,Master's,28,Business Analyst,Mumbai,Full-time,Startup,2353000
46,PhD,14,ML Engineer,Ahmedabad,Contract,Small,1460000
23,Master's,0,Software Engineer,Ahmedabad,Full-time,Startup,603000
39,Master's,12,Project Manager,Mumbai,Full-time,Startup,2017000
47,Bachelor's,6,ML Engineer,Bengaluru,Full-time,Large,1700000
52,Bachelor's,13,Software Engineer,Ahmedabad,Full-time,Startup,1258000
34,Bachelor's,4,Data Scientist,Gurugram,Full-time,Startup,1062000
31,Bachelor's,10,Project Manager,Bengaluru,Contract,Medium,1586000
42,Master's,8,DevOps Engineer,Ahmedabad,Full-time,Medium,1189000
31,Master's,9,Business Analyst,Gurugram,Full-time,Large,1752000
46,Bachelor's,5,Web Developer,Chennai,Contract,Small,935000
29,Master's,2,DevOps Engineer,Delhi,Full-time,Large,1342000
36,Master's,14,Project Manager,Kolkata,Contract,Small,1549000
24,Bachelor's,1,Product Analyst,Bengaluru,Full-time,Medium,855000
29,PhD,6,Data Analyst,Gurugram,Full-time,Large,1661000
54,Bachelor's,18,Data Analyst,Gurugram,Full-time,Startup,1546000
37,Bachelor's,4,Product Analyst,Pune,Contract,Medium,925000
29,Bachelor's,3,Data Analyst,Kolkata,Full-time,Medium,713000
25,PhD,2,Database Administrator,Gurugram,Full-time,Medium,1261000
33,Bachelor's,3,Database Administrator,Pune,Full-time,Startup,845000
43,Master's,6,Data Scientist,Ahmedabad,Full-time,Small,1231000
36,Bachelor's,14,Web Developer,Chennai,Full-time,Medium,1683000
22,Bachelor's,1,Software Engineer,Mumbai,Part-time,Startup,387000
42,Master's,15,Product Analyst,Pune,Contract,Medium,1947000
37,Bachelor's,8,Data Scientist,Kolkata,Full-time,Medium,1404000
35,Master's,5,Data Analyst,Gurugram,Full-time,Startup,900000
53,Master's,5,ML Engineer,Kolkata,Full-time,Small,1223000
38,Bachelor's,5,Data Analyst,Noida,Full-time,Small,807000
22,Bachelor's,1,Data Analyst,Delhi,Full-time,Large,814000
43,Master's,15,DevOps Engineer,Hyderabad,Contract,Medium,2171000
33,Bachelor's,9,Product Analyst,Kolkata,Full-time,Startup,949000
52,PhD,5,Database Administrator,Delhi,Full-time,Medium,1250000
43,Bachelor's,16,DevOps Engineer,Chennai,Full-time,Startup,1543000
35,Bachelor's,1,Business Analyst,Bengaluru,Full-time,Medium,839000
55,Bachelor's,15,Software Engineer,Kolkata,Full-time,Small,1370000
46,Master's,24,ML Engineer,Bengaluru,Full-time,Startup,2969000
33,Bachelor's,7,DevOps Engineer,Mumbai,Full-time,Large,1786000
46,Master's,19,DevOps Engineer,Pune,Full-time,Medium,2542000
39,Master's,12,Project Manager,Ahmedabad,Full-time,Medium,1613000
25,Bachelor's,1,Data Analyst,Noida,Full-time,Large,767000
54,PhD,21,ML Engineer,Chennai,Full-time,Medium,2378000
55,PhD,29,Project Manager,Bengaluru,Contract,Large,4354000
52,Bachelor's,3,Data Scientist,Kolkata,Contract,Small,892000
37,Bachelor's,7,Data Analyst,Gurugram,Full-time,Startup,977000
50,Bachelor's,9,DevOps Engineer,Noida,Contract,Startup,1323000
42,PhD,16,Data Analyst,Bengaluru,Part-time,Startup,1009000
40,Bachelor's,12,Software Engineer,Bengaluru,Full-time,Medium,1695000
55,Master's,27,Database Administrator,Pune,Full-time,Medium,2775000
54,Master's,33,Business Analyst,Kolkata,Full-time,Startup,2270000
36,Master's,5,Web Developer,Hyderabad,Contract,Large,1365000
26,Bachelor's,5,Data Scientist,Noida,Full-time,Medium,1353000
36,Bachelor's,8,DevOps Engineer,Delhi,Full-time,Medium,1461000
37,Bachelor's,15,Web Developer,Kolkata,Part-time,Large,720000
37,Bachelor's,1,ML Engineer,Kolkata,Full-time,Medium,875000
43,Master's,8,Data Analyst,Bengaluru,Full-time,Medium,1330000
22,Master's,0,Project Manager,Mumbai,Full-time,Startup,1079000
42,Bachelor's,10,DevOps Engineer,Hyderabad,Contract,Medium,1532000
24,Bachelor's,0,Web Developer,Gurugram,Full-time,Small,723000
28,Master's,6,Web Developer,Hyderabad,Full-time,Large,1195000
44,Bachelor's,7,Project Manager,Chennai,Contract,Large,1606000
38,Bachelor's,11,Project Manager,Gurugram,Full-time,Small,1366000
22,Bachelor's,1,Database Administrator,Delhi,Full-time,Large,928000
27,Bachelor's,1,Project Manager,Gurugram,Full-time,Small,1092000
24,Master's,2,Web Developer,Kolkata,Full-time,Medium,657000
28,Bachelor's,3,Web Developer,Mumbai,Part-time,Medium,505000
25,Bachelor's,3,ML Engineer,Gurugram,Full-time,Medium,1544000
28,Bachelor's,6,ML Engineer,Delhi,Full-time,Startup,1265000
49,Master's,12,Business Analyst,Hyderabad,Full-time,Large,1611000
40,Bachelor's,19,DevOps Engineer,Chennai,Contract,Medium,2283000
47,Bachelor's,6,Web Developer,Chennai,Full-time,Large,921000
47,Master's,12,Data Analyst,Hyderabad,Full-time,Large,1923000
50,Bachelor's,21,ML Engineer,Bengaluru,Full-time,Medium,2922000
21,PhD,0,Web Developer,Chennai,Part-time,Large,578000
47,Master's,9,Product Analyst,Mumbai,Full-time,Startup,1362000
41,Master's,0,Product Analyst,Ahmedabad,Full-time,Large,706000
50,Bachelor's,13,Project Manager,Delhi,Full-time,Large,2399000
48,Bachelor's,27,ML Engineer,Gurugram,Full-time,Small,2341000
38,Master's,8,Software Engineer,Mumbai,Full-time,Medium,1732000
53,Bachelor's,22,Business Analyst,Bengaluru,Full-time,Small,2289000
41,Master's,17,Product Analyst,Gurugram,Full-time,Startup,1718000
45,PhD,17,Web Developer,Noida,Contract,Startup,1658000
54,Bachelor's,15,Product Analyst,Gurugram,Full-time,Medium,1809000
40,Master's,13,Database Administrator,Chennai,Full-time,Medium,1868000
50,Bachelor's,23,Data Scientist,Gurugram,Full-time,Small,2336000
48,Bachelor's,13,Business Analyst,Bengaluru,Full-time,Startup,1449000
22,Bachelor's,0,Data Scientist,Hyderabad,Contract,Medium,1041000
41,Bachelor's,14,Business Analyst,Mumbai,Full-time,Medium,1779000
41,PhD,7,Data Analyst,Ahmedabad,Full-time,Small,977000
52,Bachelor's,23,Database Administrator,Gurugram,Full-time,Medium,2389000
38,Bachelor's,7,ML Engineer,Pune,Part-time,Startup,825000
22,Bachelor's,1,Web Developer,Delhi,Full-time,Small,677000
49,Master's,19,ML Engineer,Hyderabad,Full-time,Small,2481000
36,Master's,8,Data Analyst,Delhi,Full-time,Small,1008000
36,Master's,9,Project Manager,Hyderabad,Full-time,Small,1509000
45,PhD,23,Database Administrator,Delhi,Full-time,Large,3132000
49,Bachelor's,5,Database Administrator,Mumbai,Full-time,Large,1408000
23,PhD,2,DevOps Engineer,Bengaluru,Full-time,Startup,1303000
39,Bachelor's,18,Product Analyst,Bengaluru,Full-time,Medium,2448000
39,Master's,0,ML Engineer,Mumbai,Full-time,Large,1531000
46,Bachelor's,17,Web Developer,Bengaluru,Full-time,Startup,1707000
35,Bachelor's,9,Project Manager,Gurugram,Full-time,Large,1855000
29,Master's,7,ML Engineer,Mumbai,Full-time,Small,1541000
46,Bachelor's,16,Database Administrator,Noida,Full-time,Small,1647000
48,Master's,7,Project Manager,Pune,Full-time,Small,1578000
23,Bachelor's,1,Business Analyst,Mumbai,Full-time,Medium,676000
41,Bachelor's,16,Data Analyst,Kolkata,Full-time,Large,1702000
40,Master's,8,Data Scientist,Mumbai,Contract,Small,1301000
43,Bachelor's,6,ML Engineer,Hyderabad,Full-time,Medium,1359000
55,Bachelor's,30,Project Manager,Delhi,Full-time,Medium,3613000
36,Master's,15,Project Manager,Hyderabad,Full-time,Large,2716000
48,Master's,13,Project Manager,Pune,Full-time,Small,1893000
55,Master's,29,Data Scientist,Mumbai,Full-time,Small,3439000
42,Master's,19,Product Analyst,Pune,Full-time,Startup,1964000
52,Bachelor's,1,Project Manager,Noida,Full-time,Large,1104000
48,Bachelor's,19,Web Developer,Pune,Full-time,Startup,1570000
36,PhD,3,Product Analyst,Bengaluru,Contract,Medium,1034000
38,Master's,13,Business Analyst,Mumbai,Full-time,Large,2217000
21,Bachelor's,0,Software Engineer,Gurugram,Full-time,Medium,814000
42,Bachelor's,8,Database Administrator,Hyderabad,Part-time,Small,692000
35,Bachelor's,9,Product Analyst,Ahmedabad,Full-time,Medium,1071000
33,Bachelor's,10,Product Analyst,Gurugram,Full-time,Small,1399000
37,Bachelor's,6,ML Engineer,Chennai,Full-time,Medium,1450000
26,Bachelor's,0,ML Engineer,Gurugram,Full-time,Small,969000
38,Bachelor's,9,ML Engineer,Mumbai,Contract,Large,1989000
48,Bachelor's,13,Product Analyst,Pune,Full-time,Startup,1560000
54,Bachelor's,15,ML Engineer,Kolkata,Contract,Large,2051000
34,Bachelor's,13,Web Developer,Pune,Full-time,Startup,1297000
30,Master's,9,Data Analyst,Gurugram,Full-time,Large,1479000
36,Master's,4,ML Engineer,Hyderabad,Full-time,Startup,1191000
33,Master's,10,Product Analyst,Gurugram,Full-time,Medium,1437000
41,Master's,9,Product Analyst,Pune,Full-time,Startup,1334000
41,Bachelor's,16,Business Analyst,Mumbai,Part-time,Medium,920000
27,Master's,0,Database Administrator,Delhi,Full-time,Medium,852000
32,Bachelor's,2,Project Manager,Pune,Contract,Startup,1127000
49,Bachelor's,2,Database Administrator,Delhi,Full-time,Startup,663000
29,Master's,4,Software Engineer,Mumbai,Full-time,Medium,1351000
25,Master's,0,Business Analyst,Delhi,Full-time,Large,879000
36,Bachelor's,5,Web Developer,Mumbai,Full-time,Small,864000
42,Master's,10,Business Analyst,Gurugram,Full-time,Medium,1356000
29,Bachelor's,5,Database Administrator,Kolkata,Full-time,Large,963000
35,PhD,2,Data Analyst,Kolkata,Full-time,Large,1048000
21,Master's,0,Software Engineer,Chennai,Full-time,Startup,720000
27,Master's,1,Data Analyst,Kolkata,Contract,Startup,497000
52,Master's,3,Project Manager,Hyderabad,Full-time,Startup,1175000
30,Bachelor's,8,Data Analyst,Gurugram,Full-time,Startup,920000
30,Bachelor's,4,Data Scientist,Chennai,Full-time,Large,1389000
49,Bachelor's,2,Web Developer,Gurugram,Full-time,Large,896000
50,Master's,1,Project Manager,Gurugram,Full-time,Startup,1024000
38,Bachelor's,6,DevOps Engineer,Kolkata,Full-time,Large,1183000
43,PhD,7,ML Engineer,Gurugram,Full-time,Small,1720000
38,Bachelor's,9,Data Analyst,Hyderabad,Full-time,Small,903000
55,Bachelor's,22,Project Manager,Chennai,Contract,Large,2576000
28,Master's,7,ML Engineer,Hyderabad,Contract,Startup,1312000
29,Bachelor's,6,Software Engineer,Hyderabad,Full-time,Startup,1059000
35,PhD,10,Database Administrator,Pune,Full-time,Large,2156000
54,Bachelor's,1,Data Scientist,Mumbai,Full-time,Small,981000
52,Bachelor's,31,Project Manager,Noida,Full-time,Startup,2480000
52,Bachelor's,25,Web Developer,Pune,Full-time,Medium,2382000
29,Master's,4,Product Analyst,Gurugram,Contract,Startup,1042000
47,Master's,7,Web Developer,Kolkata,Contract,Small,864000
35,Bachelor's,4,Project Manager,Chennai,Contract,Medium,1217000
30,Master's,6,Data Scientist,Hyderabad,Full-time,Medium,1438000
35,Master's,6,ML Engineer,,Full-time,Large,1666000
23,Bachelor's,0,Web Developer,Bengaluru,Full-time,Startup,529000
21,Bachelor's,0,Product Analyst,Delhi,Full-time,Small,591000
54,Master's,0,DevOps Engineer,Bengaluru,Full-time,Startup,982000
38,PhD,15,Product Analyst,Pune,Full-time,Small,1700000
48,Master's,5,Business Analyst,Hyderabad,Full-time,Startup,919000
22,Bachelor's,0,Business Analyst,Pune,Part-time,Large,554000
33,Bachelor's,10,Data Scientist,Gurugram,Full-time,Medium,1741000
23,Bachelor's,1,ML Engineer,Gurugram,Full-time,Medium,1096000
35,PhD,2,DevOps Engineer,Mumbai,Full-time,Large,1581000
40,Bachelor's,5,Project Manager,Chennai,Full-time,Large,1580000
36,Bachelor's,10,Web Developer,Chennai,Full-time,Medium,1199000
52,Master's,15,Business Analyst,Gurugram,Full-time,Startup,1666000
21,Master's,0,Project Manager,Bengaluru,Full-time,Small,1190000
26,Bachelor's,5,Business Analyst,Hyderabad,Full-time,Medium,960000
48,Bachelor's,16,Business Analyst,Noida,Full-time,Medium,1688000
42,Master's,6,Web Developer,Hyderabad,Full-time,Medium,1121000
23,Bachelor's,1,Project Manager,Bengaluru,Full-time,Medium,1190000
35,Master's,0,ML Engineer,,Full-time,Medium,924000
29,Bachelor's,2,Web Developer,Mumbai,Full-time,Small,587000
39,Bachelor's,14,Product Analyst,Delhi,Full-time,Medium,1834000
28,Bachelor's,0,Web Developer,Mumbai,Full-time,Medium,588000
40,,12,Software Engineer,Delhi,Part-time,Startup,765000
48,PhD,15,Web Developer,Hyderabad,Full-time,Startup,1703000
47,Bachelor's,16,Business Analyst,Hyderabad,Full-time,Small,1519000
26,Bachelor's,3,Product Analyst,Gurugram,Contract,Small,777000
30,Master's,0,Data Scientist,Chennai,Full-time,Medium,910000
23,Master's,1,Data Scientist,Delhi,Full-time,Small,1064000
26,Bachelor's,5,Database Administrator,Mumbai,Full-time,Startup,917000
28,Bachelor's,4,DevOps Engineer,Bengaluru,Full-time,Small,1224000
47,Bachelor's,12,Project Manager,Noida,Full-time,Startup,1501000
35,Master's,11,Data Analyst,Hyderabad,Full-time,Large,1389000
52,Bachelor's,25,Web Developer,Hyderabad,Full-time,Medium,2044000
38,Bachelor's,12,Database Administrator,Kolkata,Full-time,Medium,1306000
24,Bachelor's,1,,Gurugram,Full-time,Startup,553000
52,Bachelor's,7,DevOps Engineer,Ahmedabad,Full-time,Large,1363000
35,Bachelor's,14,Software Engineer,Gurugram,Full-time,Medium,1612000
23,Master's,0,Project Manager,Chennai,Full-time,Medium,958000
53,Bachelor's,16,Product Analyst,Gurugram,Full-time,Medium,2212000
31,Bachelor's,3,Data Scientist,Kolkata,Full-time,Large,1115000
24,Bachelor's,3,DevOps Engineer,Noida,Full-time,Large,1406000
38,Master's,3,Project Manager,Chennai,Full-time,Medium,1358000
21,Bachelor's,0,Product Analyst,Gurugram,Contract,Startup,682000
34,Master's,13,Web Developer,Hyderabad,Full-time,Small,1535000
38,Bachelor's,0,Web Developer,Kolkata,Contract,Large,600000
42,Bachelor's,19,Product Analyst,Chennai,Full-time,Small,2116000
28,Master's,1,Web Developer,Mumbai,Full-time,Medium,803000
46,Bachelor's,3,Database Administrator,Bengaluru,Full-time,Small,1046000
55,Bachelor's,11,Business Analyst,Ahmedabad,Full-time,Small,1130000
24,Bachelor's,2,Business Analyst,Pune,Contract,Startup,604000
21,Bachelor's,0,Data Analyst,Pune,Contract,Startup,556000
23,Bachelor's,0,DevOps Engineer,Chennai,Full-time,Large,1177000
43,Bachelor's,6,Web Developer,Gurugram,Full-time,Small,1093000
53,Bachelor's,27,Database Administrator,Ahmedabad,Contract,Medium,1752000
30,Master's,5,Product Analyst,Pune,Full-time,Large,1232000
37,Master's,6,Software Engineer,Pune,Full-time,Medium,1349000
51,Bachelor's,3,Web Developer,Ahmedabad,Full-time,Large,688000
32,Bachelor's,2,Project Manager,Mumbai,Full-time,Large,1487000
42,PhD,13,Product Analyst,Kolkata,Full-time,Medium,1361000
49,Bachelor's,19,Data Scientist,Noida,Contract,Large,2764000
43,Bachelor's,12,Data Analyst,Hyderabad,Full-time,Large,1445000
37,Bachelor's,11,Project Manager,Gurugram,Contract,Small,1634000
24,Bachelor's,3,Web Developer,Gurugram,Full-time,Large,842000
21,Bachelor's,0,Database Administrator,Mumbai,Contract,Medium,902000
29,Master's,3,ML Engineer,Kolkata,Full-time,Large,1251000
51,Bachelor's,21,Product Analyst,Chennai,Full-time,Startup,1960000
51,Master's,6,Data Scientist,Noida,Full-time,Large,1618000
34,Bachelor's,2,Product Analyst,Noida,Full-time,Medium,895000
34,,12,DevOps Engineer,Gurugram,Full-time,Large,2209000
24,Bachelor's,2,Software Engineer,Delhi,Full-time,Small,806000
54,Bachelor's,26,,Mumbai,Contract,Startup,1955000
45,Bachelor's,2,ML Engineer,Delhi,Full-time,Large,1402000
53,Bachelor's,24,Product Analyst,Noida,Full-time,Medium,1942000
36,Bachelor's,1,ML Engineer,Gurugram,Contract,Small,892000
32,Master's,8,Product Analyst,Bengaluru,Full-time,Large,1694000
30,Master's,3,Data Analyst,Kolkata,Full-time,Medium,730000
22,Master's,0,Data Analyst,Bengaluru,Part-time,Small,504000
46,Bachelor's,5,Web Developer,Bengaluru,Full-time,Startup,850000
47,PhD,0,Data Analyst,Hyderabad,Full-time,Small,639000
22,Bachelor's,1,Database Administrator,Pune,Full-time,Large,907000
45,Bachelor's,8,Product Analyst,Kolkata,Full-time,Small,901000
27,Bachelor's,5,ML Engineer,Hyderabad,Full-time,Medium,1592000
53,Bachelor's,16,Data Analyst,Kolkata,Full-time,Medium,1402000
32,Master's,9,Data Scientist,Pune,Full-time,Medium,1695000
47,Bachelor's,26,Project Manager,Hyderabad,Full-time,Small,2788000
45,PhD,23,Data Scientist,Bengaluru,Full-time,Large,3680000
37,Bachelor's,14,ML Engineer,Bengaluru,Full-time,Large,2588000
21,Master's,0,Project Manager,Delhi,Contract,Medium,1019000
28,Bachelor's,6,Data Scientist,Bengaluru,Full-time,Large,1928000
54,PhD,18,Product Analyst,Mumbai,Full-time,Startup,2012000
43,Bachelor's,12,Web Developer,Kolkata,Full-time,Medium,1137000
29,Bachelor's,0,Data Scientist,Noida,Full-time,Small,934000
31,Master's,9,Web Developer,Bengaluru,Full-time,Small,1270000
49,Bachelor's,23,Web Developer,Delhi,Part-time,Large,1146000
28,Bachelor's,6,DevOps Engineer,Kolkata,Full-time,Large,1242000
43,Master's,22,Business Analyst,Ahmedabad,Full-time,Startup,1893000
43,Bachelor's,17,Data Analyst,Ahmedabad,Full-time,Startup,1266000
45,Bachelor's,7,Software Engineer,Delhi,Full-time,Medium,1236000
40,Master's,14,Database Administrator,Gurugram,Full-time,Large,2436000
33,Bachelor's,7,Project Manager,Gurugram,Full-time,Large,1989000
52,Master's,12,DevOps Engineer,Gurugram,Full-time,Large,2432000
36,Bachelor's,2,Product Analyst,Gurugram,Full-time,Startup,833000
53,Bachelor's,14,Data Analyst,Bengaluru,Full-time,Medium,1335000
29,PhD,6,Web Developer,Pune,Full-time,Medium,1215000
44,Bachelor's,14,Database Administrator,Noida,Contract,Startup,1607000
27,Master's,1,Product Analyst,Mumbai,Full-time,Small,840000
39,Master's,11,Business Analyst,Gurugram,Full-time,Large,1949000
43,Bachelor's,20,Web Developer,Ahmedabad,Full-time,Small,1577000
44,Master's,17,Software Engineer,Gurugram,Full-time,Small,1898000
51,Bachelor's,9,Project Manager,Bengaluru,Full-time,Large,2096000
33,Bachelor's,11,Project Manager,Hyderabad,Full-time,Startup,1440000
25,PhD,1,Data Analyst,Mumbai,Contract,Small,877000
41,Master's,11,DevOps Engineer,Bengaluru,Full-time,Startup,1712000
31,Master's,0,Project Manager,Kolkata,Contract,Medium,1019000
28,Bachelor's,6,DevOps Engineer,Delhi,Full-time,Medium,1363000
24,Bachelor's,2,Data Analyst,Delhi,Part-time,Startup,312000
50,Bachelor's,21,Project Manager,Pune,Full-time,Startup,2337000
54,Master's,4,Software Engineer,Delhi,Contract,Startup,1015000
21,Master's,0,ML Engineer,Ahmedabad,Contract,Small,961000
31,Bachelor's,5,Data Analyst,Delhi,Full-time,Medium,989000
21,PhD,0,Business Analyst,Delhi,Full-time,Startup,680000
54,Bachelor's,31,Data Scientist,Pune,Part-time,Medium,1559000
38,Master's,2,Product Analyst,Pune,Full-time,Medium,904000
42,Master's,21,Data Analyst,Chennai,Full-time,Large,2283000
32,PhD,2,Project Manager,Noida,Full-time,Medium,1489000
44,Bachelor's,17,DevOps Engineer,Delhi,Full-time,Medium,1849000
44,Master's,1,Data Scientist,Bengaluru,Full-time,Medium,1195000
55,Master's,17,Business Analyst,Kolkata,Full-time,Large,1544000
52,Bachelor's,20,Data Analyst,Bengaluru,Full-time,Small,2123000
41,Bachelor's,9,Web Developer,Delhi,Full-time,Small,1135000
30,Master's,7,Product Analyst,Pune,Full-time,Medium,1322000
39,Master's,1,Database Administrator,Ahmedabad,Full-time,Large,922000
48,Master's,9,Data Analyst,Chennai,Full-time,Medium,1225000
23,Bachelor's,0,Software Engineer,Gurugram,Full-time,Small,768000
41,Bachelor's,6,ML Engineer,Delhi,Full-time,Small,1284000
30,Bachelor's,5,ML Engineer,Chennai,Full-time,Large,1505000
36,Bachelor's,15,Web Developer,Kolkata,Full-time,Startup,1091000
46,Bachelor's,12,Product Analyst,Noida,Full-time,Startup,1084000
42,Master's,18,Business Analyst,Bengaluru,Contract,Large,2527000
28,Master's,7,Business Analyst,Mumbai,Full-time,Startup,1296000
22,Bachelor's,0,Web Developer,Bengaluru,Full-time,Medium,554000
46,Bachelor's,0,Project Manager,Kolkata,Full-time,Startup,484000
37,Bachelor's,15,Software Engineer,Gurugram,Full-time,Small,1737000
24,Master's,1,Software Engineer,Hyderabad,Part-time,Startup,312000
34,Bachelor's,8,DevOps Engineer,Delhi,Full-time,Medium,1425000
21,Master's,0,Software Engineer,Delhi,Full-time,Medium,1013000
45,Master's,11,Product Analyst,Chennai,Full-time,Large,1672000
22,Bachelor's,0,Project Manager,Ahmedabad,Full-time,Large,921000
26,Master's,5,DevOps Engineer,Kolkata,Full-time,Small,915000
24,Master's,3,Database Administrator,Delhi,Full-time,Large,1185000
52,Bachelor's,9,DevOps Engineer,Ahmedabad,Full-time,Medium,1147000
54,Bachelor's,26,Database Administrator,Pune,Full-time,Startup,2292000
27,Master's,5,Business Analyst,Mumbai,Full-time,Startup,994000
51,Bachelor's,20,DevOps Engineer,Noida,Full-time,Large,2806000
43,Master's,17,ML Engineer,Bengaluru,Part-time,Large,1711000
54,Bachelor's,18,Database Administrator,Gurugram,Full-time,Small,1959000
53,Bachelor's,31,Business Analyst,Kolkata,Full-time,Large,3085000
54,Bachelor's,6,Data Analyst,Chennai,Full-time,Large,949000
46,Bachelor's,10,Web Developer,Kolkata,Full-time,Startup,856000
47,Master's,20,Data Scientist,Mumbai,Full-time,Startup,2546000
46,Master's,19,Software Engineer,Mumbai,Contract,Small,1761000
44,Bachelor's,23,Software Engineer,Bengaluru,Full-time,Large,2622000
46,PhD,18,Database Administrator,Ahmedabad,Contract,Large,1791000
34,Bachelor's,1,Software Engineer,Chennai,Full-time,Small,739000
35,Bachelor's,11,Product Analyst,Mumbai,Full-time,Startup,1099000
32,Bachelor's,1,Data Analyst,Bengaluru,Contract,Small,675000
25,Master's,0,Project Manager,Bengaluru,Full-time,Medium,1299000
27,Bachelor's,1,Business Analyst,Ahmedabad,Full-time,Small,627000
26,Master's,4,Product Analyst,Pune,Contract,Startup,863000
32,Master's,4,Data Analyst,Pune,Contract,Large,975000
52,Bachelor's,26,Software Engineer,Hyderabad,Contract,Large,3186000
55,Bachelor's,6,Project Manager,Bengaluru,Full-time,Medium,1689000
45,Master's,17,Project Manager,Pune,Full-time,Small,1989000
42,Bachelor's,17,Web Developer,Pune,Full-time,Startup,1386000
55,Bachelor's,25,Business Analyst,Hyderabad,Contract,Startup,1981000
32,Master's,4,Project Manager,Noida,Full-time,Medium,1417000
44,PhD,18,Database Administrator,Mumbai,Full-time,Large,3052000
34,Master's,2,Web Developer,Hyderabad,Contract,Large,900000
50,Bachelor's,22,Business Analyst,Kolkata,Full-time,Medium,1662000
35,Bachelor's,3,ML Engineer,Mumbai,Full-time,Medium,1363000
46,Master's,4,Business Analyst,Kolkata,Full-time,Startup,872000
40,Bachelor's,14,Product Analyst,Mumbai,Full-time,Large,1890000
54,Master's,22,,Chennai,Full-time,Large,3032000
34,PhD,13,Software Engineer,Gurugram,Full-time,Startup,1687000
31,Bachelor's,10,Product Analyst,Mumbai,Full-time,Startup,1297000
34,,7,DevOps Engineer,Chennai,Full-time,Small,1145000
38,Master's,6,ML Engineer,Gurugram,Full-time,Small,1347000
29,Bachelor's,7,Software Engineer,Bengaluru,Contract,Large,1263000
23,Bachelor's,1,Database Administrator,Ahmedabad,Part-time,Medium,466000
46,PhD,8,Data Scientist,Pune,Full-time,Startup,1492000
21,Master's,0,Business Analyst,Delhi,Full-time,Small,700000
50,Master's,9,DevOps Engineer,Noida,Full-time,Medium,1777000
24,Bachelor's,3,Software Engineer,Mumbai,Full-time,Startup,898000
53,Master's,30,Data Scientist,Kolkata,Full-time,Medium,2999000
23,Master's,1,Project Manager,Pune,Full-time,Large,1227000
54,Bachelor's,3,Data Scientist,Delhi,Full-time,Large,1314000
55,Bachelor's,14,Project Manager,Bengaluru,Contract,Medium,1822000
42,Bachelor's,9,Database Administrator,Kolkata,Full-time,Medium,1220000
40,PhD,7,Data Scientist,Chennai,Full-time,Small,1477000
23,Bachelor's,2,Project Manager,Noida,Full-time,Medium,1170000
37,,16,Product Analyst,Kolkata,Full-time,Startup,1118000
23,Master's,1,Product Analyst,Hyderabad,Full-time,Small,792000
43,PhD,1,Data Analyst,Chennai,Full-time,Medium,968000
26,Bachelor's,5,Product Analyst,Bengaluru,Contract,Startup,974000
27,Bachelor's,5,Database Administrator,Bengaluru,Full-time,Startup,998000
49,Bachelor's,7,Software Engineer,Pune,Full-time,Small,1219000
44,Master's,18,Software Engineer,Noida,Full-time,Small,1913000
49,Bachelor's,17,Product Analyst,Mumbai,Full-time,Startup,1612000
41,Bachelor's,19,Business Analyst,Mumbai,Full-time,Medium,2468000
54,PhD,5,Project Manager,Mumbai,Full-time,Medium,1673000
21,Bachelor's,0,ML Engineer,Pune,Full-time,Medium,1052000
43,Bachelor's,5,Project Manager,Mumbai,Full-time,Medium,1485000
37,PhD,4,ML Engineer,Mumbai,Part-time,Small,1022000
37,Master's,13,Database Administrator,Ahmedabad,Full-time,Large,1566000
43,Bachelor's,11,Project Manager,Pune,Full-time,Large,1891000
30,Bachelor's,0,Database Administrator,Pune,Full-time,Small,593000
21,,0,Data Analyst,Bengaluru,Contract,Medium,495000
35,Master's,6,Software Engineer,Noida,Contract,Large,1359000
46,Bachelor's,18,DevOps Engineer,Pune,Full-time,Medium,2126000
47,Bachelor's,8,Software Engineer,Ahmedabad,Part-time,Medium,704000
40,Master's,11,Data Analyst,Hyderabad,Full-time,Medium,1627000
29,PhD,1,Data Scientist,Bengaluru,Full-time,Medium,1362000
48,Bachelor's,26,Data Analyst,Bengaluru,Contract,Large,2217000
35,Master's,9,ML Engineer,Mumbai,Contract,Large,2246000
28,Bachelor's,5,Database Administrator,Ahmedabad,Full-time,Large,933000
26,Master's,4,Project Manager,Mumbai,Full-time,Large,1869000
39,Master's,14,DevOps Engineer,Bengaluru,Full-time,Large,2583000
